id,created_at,text
468315754539266048,2014-05-19 09:02:31,RT @PCD_Benelux: @ForceVie2014 aussi sur les murs de Bruxelles #francaishorsFrance #ONLR @ForceVieIdF @christineboutin @ECPM_official http:…
468301089159512064,2014-05-19 08:04:14,RT @leovandoesburg: Dit is duidelijk. Volkskrant politiek redacteur maakt een analyse en.... zal stemmen voor SGP/CU #EP2014 http://t.co/fX…
467212912525074432,2014-05-16 08:00:13,"RT @BranoSkripek: Rozhovor, ktorý so mnou spravila cesta+ http://t.co/MJ9yslR15C"
467212401553969152,2014-05-16 07:58:11,RT @ward_kennes: Open Manufacturing Campus #Philips. Slimme productie schept jobs #Kempen. @grietsmaers @krisvreys en MarcCorthout http://t…
466956520182517760,2014-05-15 15:01:24,Check all ECPM candidates here: http://t.co/PngrGgaUeQ
466922530545364993,2014-05-15 12:46:20,"RT @RonanMullen: State has no proper system to identify human trafficking, writes Ronan Mullen http://t.co/jXWnBdgvhr"
466222054438871040,2014-05-13 14:22:54,RT @petervdalen: Europese verkiezingen: er staat veel op het spel! Duidelijk advies @ECPM_official #CUSGP http://t.co/X3U4ex9oYX
466209749759819776,2014-05-13 13:34:00,"Force Vie says Yes to a Europe of Dignity, Freedom and Responsibility
http://t.co/6ofjbD4kMI"
466136719977623553,2014-05-13 08:43:49,"RT @leovandoesburg: This conference was organized by the Interparliamentary Assembly on Orthodoxy,which represents Orthodox Parliamentary g…"
466136667565604864,2014-05-13 08:43:36,"RT @leovandoesburg: I spoke on behalf of the ECPM at the conference: ""Christianity-Orthodoxy and the media in the modern world"" http://t.co…"
465857584659193858,2014-05-12 14:14:38,RT @RonanMullen: Do Boko Haram care about Twitter? See my press statement here: http://t.co/eRJEDEhgQL #ep2014 @rtenews @TodaySOR http://t.…
464868358543142913,2014-05-09 20:43:48,"ECPM launches initiative ‘Have Faith in Your Vote’ 
http://t.co/8wLC5WawTc"
464263010169942016,2014-05-08 04:38:21,Rukhadze: ECPM the only Christian European party http://t.co/SrjBlpgzY6
463618368420212736,2014-05-06 09:56:47,"ECPM: Immediate de-escalation needed in Ukraine
http://t.co/84rYRusm8a"
463607637255675904,2014-05-06 09:14:08,"RT @petervdalen: Hartverwarmend! Een mooi, positief katholiek stemadvies voor ChristenUnie-SGP #EP2014 http://t.co/h6ULceT3FX"
461871122985017344,2014-05-01 14:13:51,"Who is taking care of our children and parents?
http://t.co/qLmk45dx5U"
461800993156759552,2014-05-01 09:35:11,RT @Pontifex: I ask everyone with political responsibility to remember two things: human dignity and the common good.
461790612078215168,2014-05-01 08:53:56,RT @leovandoesburg: Hundreds of construction workers in Qatar die for FIFA World Cup. Politics remain silent! #Humanrights @minbuza http://…
461789377983971328,2014-05-01 08:49:02,RT @petervdalen: Vanavond #EP lijsttrekkersdebat #Nieuwsuur .Ik ben er bij. 21.30u NED 2 http://t.co/9AezvkDNkU
461528197361053696,2014-04-30 15:31:11,RT @Brghtsd: Goed bezig @ECPM_official http://t.co/kVvxbJRseM
461504859448279040,2014-04-30 13:58:27,ECPM: 'Subsidiarity is a main principle in the EU' http://t.co/vswmp5jYf0
461432519448330240,2014-04-30 09:11:00,"ECPM: How many people have to die for the World Cup?
http://t.co/UgmrUFNcxh"
461430442810691584,2014-04-30 09:02:45,"RT @PeterCostea: ADEZIUNILE PENTRU CANDIDATURA DLUI. COSTEA PÂNĂ ÎN PREZENT:
 
Adeziuni din România: Alianţa Familiilor din... http://t.co/…"
461423736416370688,2014-04-30 08:36:06,"RT @petervdalen: Rutte, Cameron en Merkel kunnen circus van Maastricht gisterenavond geheel negeren! #DDS http://t.co/mWDp0umnvp"
460782643559534592,2014-04-28 14:08:37,"ECPM: Europe is diverse
http://t.co/WwRqHE1VBk"
459992696678281217,2014-04-26 09:49:39,RT @YdeBoer: CU Listlûker foar it Europeeske Parlemint @petervdalen hat tasein him yn te setten foar selstannich fuortbestean @OmropFryslan…
459992154140852224,2014-04-26 09:47:30,RT @EurofractieSGP: Benieuwd naar standpunten #CUSGP voor #EP2014? Volg onze campagne ook via http://t.co/14VJivSiXm
459991731082379264,2014-04-26 09:45:49,RT @MariedeBlic: #ForceVie voit dans les #EP2014 une opportunité de traduire dans les urnes le mouvement social de 2013!N'est-ce pas en soi…
459991603315474432,2014-04-26 09:45:19,RT @StienekevdGraaf: Vandaag bij @Vrouwenbelangen en @EuropeanWomen in debat gegaan en inzet van CU/SGP voor aanpak vrouwenhandel naar vore…
459991161160355841,2014-04-26 09:43:33,RT @RonanMullen: Look out for me on the roads in the coming weeks! #EP2014 http://t.co/dIzvJ7kMto
459990524469207040,2014-04-26 09:41:01,"RT @SariEssayah: Tunnelma #KD:n avauksessa innostunut. Porukka tekee rajusti työtä, jotta työ #EP:ssä jatkuu #eurovaalit #epp http://t.co/q…"
459314721007894528,2014-04-24 12:55:37,AUF Germany: “Subsidiarity is a major issue in this campaign” http://t.co/H3CdsIPXaV
458933707748155392,2014-04-23 11:41:37,ECPM welcomes plea of Pope Francis on intolerance against Christians http://t.co/0HfBK2PRFb
458892342985256960,2014-04-23 08:57:15,RT @PeterCostea: Dl. Costea consideră că Uniunea Europeană trebuie să adopte o politică economică care să faciliteze producţia de... http:/…
458883090057019392,2014-04-23 08:20:28,RT @petervdalen: Er valt wat te kiezen op 22 mei #EP2014 ! U kunt hier zien waar #CUSGP voor gaan bij de EPverkiezingen http://t.co/1CoQaaY…
458883047212220416,2014-04-23 08:20:18,"RT @CUNijmegen: Heeft u ze al gezien, de borden voor de Europese verkiezingen? #grotemarkt #cusgp http://t.co/EViSXdcvmN"
458591995733495808,2014-04-22 13:03:46,"“The causes of the crisis have not been addressed”
http://t.co/8YrMLy0lw1"
458581043453632512,2014-04-22 12:20:15,"RT @petervdalen: Van Rompuy &amp; Juncker: oude politiek,oude verhalen. Tijd voor een ander Europa! Samenwerking ja, superstaat nee #CUSGP http…"
456797310098608128,2014-04-17 14:12:20,"RT @MariedeBlic: #ForceVie : une force pour le #PE dès 2014!Parce que,jusqu'en 2019,votre vote sera un message fort adressé aux partis trad…"
456796073735258112,2014-04-17 14:07:25,ECPM wishes you and your family a blessed Easter!
456782006928818176,2014-04-17 13:11:31,"ECPM: ""The family as basic unit of society"" http://t.co/5nhpGLXlBB"
456763356058112000,2014-04-17 11:57:25,RT @petervdalen: Vandaag in #FD met collega Bas Belder @EurofractieSGP #EU Bankenunie? Niet doen!  http://t.co/ZoWAV9dP5M
456763180291600384,2014-04-17 11:56:43,@BranoSkripek Same to you!
456763033713262592,2014-04-17 11:56:08,"RT @leovandoesburg: The EU should go back to their roots, when diversity of opinions and ideologies in debates were respected. #intolerance…"
456463664338714624,2014-04-16 16:06:32,"ECPM: ""Breakthrough in Reports in the European Parliament and the Council of Europe"" http://t.co/sUHgyuTdFY"
456367759115317248,2014-04-16 09:45:27,@gertjansegers Sterkte!
456157972989624320,2014-04-15 19:51:50,"""Europe needs to go back to the real business, with citizens at the centre""  http://t.co/veQuaVleEj"
456157380787462144,2014-04-15 19:49:29,"ECPM president Peter Östman: ""SME's have to be at the centre of economic policy"" http://t.co/uMI9mGPXW5"
456059022278676480,2014-04-15 13:18:38,"RT @leovandoesburg: Now on my blog my personal analysis on the ""One of Us"" citizens initiative and its hearing http://t.co/jLZCSQBI5y #Oneo…"
456017468382003200,2014-04-15 10:33:31,@petervdalen: “#EU #bankingunion a fact. A big mistake which will trouble our citizens for a long time”
456003032787189760,2014-04-15 09:36:09,"ECPM candidate Ladislav Ilčić (HRAST, Croatia) on the upcoming European elections and the situation in Croatia. http://t.co/3NSYHId0Zk"
456002524559183872,2014-04-15 09:34:08,RT @EurofractieSGP: Debat over #plantgezondheid. Gaat EU schieten met kanon op mug? SGP wil gezonde handel ipv protectionism http://t.co/1T…
456002438580146176,2014-04-15 09:33:48,"RT @petervdalen: Nu #EP debat over bankenunie. U hebt toch hopelijk wel door dat de mantra ""de belastingbetaler blijft buiten schot"" een sp…"
455777063216349184,2014-04-14 18:38:14,"ECPM: Human embryos should be protected, because they are “One of Us”  http://t.co/70llOENsqH"
455730754144960512,2014-04-14 15:34:13,RT @petervdalen: Laatste zitting Plenaire #EP voor de verkiezingen van 22 mei gestart. In Straatsburg. Kijk uit naar de dag dat Brussel @on…
455632267311087616,2014-04-14 09:02:52,RT @petervdalen: Christelijke speech @David_Cameron op weg naar Pasen. Deze keuze door hem: vrucht van samenwerking in @ecrgroup ? https://…
455631602631340032,2014-04-14 09:00:13,RT @RonanMullen: Thanks to campaign troupers Paul and Sorcha Rossiter for canvass and laughs in Louth yesterday. Nar laga Dia sibh! http://…
454541326055260160,2014-04-11 08:47:51,ECPM: 'The fundamental freedom to disagree' http://t.co/ySsyMIMrrL
454255765222866944,2014-04-10 13:53:08,#ECPM_official: The Euro: Political idealism should never neglect the economic reality. http://t.co/7yTblzo6Nb  #EP2014
454246208488632320,2014-04-10 13:15:10,"RT @BranoSkripek: Čítali ste už volebné programy kandidátov? Tu je krátky výťah toho, za čo chcem v EUparlamente bojovať #EP2014 http://t.c…"
454230337292632065,2014-04-10 12:12:06,@ECPM_official candidate @StienekevdGraaf on her campaign for #EP2014: http://t.co/tyqYtIItEB
454226845630996480,2014-04-10 11:58:13,"RT @petervdalen: Mocht u denken: #EP2014 verkiezingen onbelangrijk,volg dan nù hoorzitting @oneofuseu =&gt;géén EU-financiering onderzoek met …"
454219059161497600,2014-04-10 11:27:17,RT @pjostman: The majority of the new job opportunities that arise in Europe are created by small- and medium-sized bussineses. http://t.co…
453562168923791361,2014-04-08 15:57:02,"ECPM MEP Bas Belder comments on the ECPM Manifesto: “For a Europe of Dignity, Freedom and Responsibility”: http://t.co/1vSckARO98"
441243208635658240,2014-03-05 16:05:53,"MEP van Dalen: ""We can change European politics!"""
441242396576452608,2014-03-05 16:02:39,"MEP van Dalen: ""We need to promote Christian values"""
441241544545566720,2014-03-05 15:59:16,ECPYouth president: Young politicians are not politics of tomorrow. They are politics of today.
